"all_cases"
6
1.38992545538088e-09
4.65571740225393e-09
1.29427142438356e-08
3.50453663358423e-08
4.01749227474796e-08
2.55175068966568e-08
31.694892840103
2.05103299765793e-11
8.00920058139568e-11
2.73009353137271e-10
1.06904171936606e-09
1.76765619810941e-09
2.38808820381205e-09
16.0628153901324
3.52971196034107e-10
1.25172771744724e-09
3.757305208002e-09
1.16716698141802e-08
1.54999099718181e-08
1.33792346392898e-08
109.287127071144
1.3186964430341e-10
4.81397396343974e-10
1.50181569606212e-09
4.99878019040911e-09
7.11988697870845e-09
7.09047659265259e-09
155.2623741923
1.82513001834562e-10
6.57107697112465e-10
2.01255774518749e-09
6.5246617831214e-09
8.94187564560115e-09
8.32288846968497e-09
305.870037418887
1.37921349447538e-10
5.0345466622331e-10
1.57047164374019e-09
5.15023961168971e-09
7.41841224341299e-09
7.37896401510876e-09
560.5939212347
1.88639841322084e-10
6.8042061527967e-10
2.08912502595404e-09
6.7310745791558e-09
9.34464998387972e-09
8.77588292424796e-09
1215.70112859187
1.54278872252708e-10
5.59195618392755e-10
1.72809982383e-09
5.6416845859241e-09
7.91616575218842e-09
7.61705047136875e-09
2000.45808081158
1.56772826413792e-10
5.62729941347652e-10
1.71658424010914e-09
5.42317586595104e-09
7.48609615545184e-09
6.85779081306309e-09
2499.07109500275
1.01814802084838e-10
3.70994802412917e-10
1.15455135221348e-09
3.82419110789692e-09
5.42468073413924e-09
5.35323997521587e-09
2778.32483951833
1.29971753057995e-10
4.69465762573663e-10
1.44415110582806e-09
4.62609571371437e-09
6.49164193548638e-09
6.13849270874091e-09
3577.16974171451
1.1284329212372e-10
4.05871359431595e-10
1.24145826126644e-09
3.98895552019744e-09
5.48214010000055e-09
5.07661526916817e-09
3105.23088159072
8.10473487533665e-11
2.94664049422487e-10
9.14307245911379e-10
3.0117037577421e-09
4.25080883174798e-09
4.15072825520249e-09
2601.98009322942
9.41477963988012e-11
3.39336372022368e-10
1.04083533778755e-09
3.37045543486656e-09
4.6455314299435e-09
4.34747534994774e-09
2223.20156574356
7.46780723453023e-11
2.71574747449256e-10
8.42930914766774e-10
2.75777039703688e-09
3.91674446412055e-09
3.82686034734622e-09
1761.97368240898
8.72453355355335e-11
3.15595937908475e-10
9.72688583120858e-10
3.17788938482419e-09
4.41789433646075e-09
4.20941388970374e-09
1553.1059175617
8.14906034898847e-11
2.9514003074385e-10
9.11131962394493e-10
2.96249904336854e-09
4.1559481466563e-09
3.98287956816769e-09
1228.95920346873
8.00877210615856e-11
2.888517117346e-10
8.86763155566248e-10
2.8981661383724e-09
3.97694414764972e-09
3.73496370916267e-09
882.47761531985
6.56997199986178e-11
2.39401027009119e-10
7.45039555852228e-10
2.46647043656579e-09
3.50043912480706e-09
3.45470449285817e-09
675.980284725639
