"all_cases"
4
1.14953136855545e-09
3.86277675253993e-09
1.07858483322204e-08
2.87684181718168e-08
3.38895801632711e-08
2.19329919952028e-08
12.8075009389042
2.09788062516619e-11
7.8313283791702e-11
2.51581639857563e-10
9.49202894949548e-10
1.34315334342244e-09
1.48502290023821e-09
2.53465609688801
7.23887108161256e-11
2.71591072014176e-10
8.78471166743029e-10
2.9466225187222e-09
4.67537378289682e-09
5.27640346704284e-09
9.48375744887786
2.87584850324727e-10
1.0178297677015e-09
3.04708631056929e-09
1.01128810240703e-08
1.26451762737707e-08
1.08434694223186e-08
23.4307190665957
1.01911747038573e-10
3.75651637609768e-10
1.18708554800095e-09
3.87052295315406e-09
5.83766135037082e-09
6.08043562742122e-09
30.2881583274211
2.07361230858921e-10
7.33830500976925e-10
2.46606685752908e-09
5.3057997278995e-09
9.11222111753037e-09
7.78046309663757e-09
43.1398656903836
6.69406537064853e-11
2.59983761501979e-10
8.7862920857001e-10
2.44524887351461e-09
5.076212895924e-09
6.35693535483917e-09
109.014690730579
5.52174596283259e-10
1.99395754735192e-09
6.07191078831528e-09
1.43864346224522e-08
2.27008669474806e-08
1.64914627733839e-08
171.486092169913
1.26897525851774e-11
5.61534281708202e-11
2.18218494869162e-10
6.89321047853915e-10
1.50521145824126e-09
1.49548110350548e-09
10.1571875380323
2.3987561352166e-13
2.63530793250295e-12
3.28405197181231e-11
4.5743812120313e-10
5.71812159670858e-09
304.686258962152
4.97351036431335e-113
